_id,ltable_a_id,rtable_person_id,ltable_a_name,ltable_a_city,ltable_a_prov,ltable_a_country,ltable_a_web,rtable_a_name,rtable_a_city,rtable_a_prov,rtable_a_country,rtable_a_email_server
346,7602,43972,huazhong agricultural university,wuhan,Hubei Province,china,http://www.hzau.edu.cn,huazhong university science technology,wuhan,hubei,china,hust
347,7603,53646,huazhong university science technology,wuhan,Hubei Province,china,http://www.hust.edu.cn,nanjing university,nanjing,,china,nju
348,7603,57559,huazhong university science technology,wuhan,Hubei Province,china,http://www.hust.edu.cn,tsinghua university,beijing,,china,gmail
349,7603,35953,huazhong university science technology,wuhan,Hubei Province,china,http://www.hust.edu.cn,xiamen university,xiamen,,china,gmail
350,7603,43972,huazhong university science technology,wuhan,Hubei Province,china,http://www.hust.edu.cn,huazhong university science technology,wuhan,hubei,china,hust
351,7615,53646,hubei university science technology,xianning,Hubei Province,china,http://www.enxnc.com.cn/,nanjing university,nanjing,,china,nju
352,7615,35953,hubei university science technology,xianning,Hubei Province,china,http://www.enxnc.com.cn/,xiamen university,xiamen,,china,gmail
353,7615,43972,hubei university science technology,xianning,Hubei Province,china,http://www.enxnc.com.cn/,huazhong university science technology,wuhan,hubei,china,hust
354,7616,53646,hubei university technology,wuhan,Hubei Province,china,http://io.hbut.edu.cn/en/intro.asp,nanjing university,nanjing,,china,nju
355,7616,35953,hubei university technology,wuhan,Hubei Province,china,http://io.hbut.edu.cn/en/intro.asp,xiamen university,xiamen,,china,gmail
356,7616,43972,hubei university technology,wuhan,Hubei Province,china,http://io.hbut.edu.cn/en/intro.asp,huazhong university science technology,wuhan,hubei,china,hust
357,1734,56129,bournemouth university,poole,,united kingdom,http://www.bournemouth.ac.uk,lancaster university,lancaster,,united kingdom,lancaster
358,1734,21966,bournemouth university,poole,,united kingdom,http://www.bournemouth.ac.uk,durham university,durham,,united kingdom,durham
359,1734,44116,bournemouth university,poole,,united kingdom,http://www.bournemouth.ac.uk,lancaster university,lancaster,,united kingdom,lancaster
360,13037,23279,okinawa university,naha shi,Okinawa,japan,http://www.okinawa-u.ac.jp,hitotsubashi university,tokyo,,japan,hit-u
361,1755,40656,brescia university college,london, Ontario,canada,http://www.brescia.uwo.ca/,university calgary,calgary,alberta,canada,ucalgary
362,1755,1715,brescia university college,london, Ontario,canada,http://www.brescia.uwo.ca/,york university,toronto,on,canada,yorku
363,1755,36472,brescia university college,london, Ontario,canada,http://www.brescia.uwo.ca/,university calgary,calgary,alberta,canada,gmail
364,1755,35077,brescia university college,london, Ontario,canada,http://www.brescia.uwo.ca/,brock university,dundas,on,canada,brocku
365,7657,40656,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,university calgary,calgary,alberta,canada,ucalgary
366,7657,1715,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,york university,toronto,on,canada,yorku
367,7657,36472,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,university calgary,calgary,alberta,canada,gmail
368,7657,9699,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,university manitoba,winnipeg,mb,canada,umanitoba
369,7657,24999,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,university western ontario,london,on,canada,ivey
370,7657,35077,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,brock university,dundas,on,canada,brocku
371,7657,48034,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,university waterloo,waterloo,on,canada,uwaterloo
372,7657,58670,university western ontario huron university college,london, Ontario,canada,http://huronuc.ca/,university toronto,toronto,on,canada,gmail
373,1778,5332,brock university,saint catharines, Ontario,canada,http://brocku.ca,simon fraser university,vancouver,bc,canada,sfu
374,1778,40656,brock university,saint catharines, Ontario,canada,http://brocku.ca,university calgary,calgary,alberta,canada,ucalgary
375,1778,1715,brock university,saint catharines, Ontario,canada,http://brocku.ca,york university,toronto,on,canada,yorku
376,1778,36472,brock university,saint catharines, Ontario,canada,http://brocku.ca,university calgary,calgary,alberta,canada,gmail
377,1778,35077,brock university,saint catharines, Ontario,canada,http://brocku.ca,brock university,dundas,on,canada,brocku
378,1778,25226,brock university,saint catharines, Ontario,canada,http://brocku.ca,hec montreal university alberta,montreal,qc,canada,hec
379,1778,56451,brock university,saint catharines, Ontario,canada,http://brocku.ca,queen s university,kingston,on,canada,gmail
380,7713,52224,ie university,segovia,,spain,http://www.ie.edu/es/universidad/home,university granada,granada,provincia,spain,ugr
381,7713,56247,ie university,segovia,,spain,http://www.ie.edu/es/universidad/home,university rovira i virgili,reus,,spain,cat
382,7713,58431,ie university,segovia,,spain,http://www.ie.edu/es/universidad/home,university carlos iii de madrid,madrid,,spain,uc3m
383,7765,57083,indian institute information technology management gwalior,gwalior,Madhya Pradesh,india,http://www.iiitm.ac.in,indian institute management indore,indore,madhya pradesh,india,iimidr
384,7765,58087,indian institute information technology management gwalior,gwalior,Madhya Pradesh,india,http://www.iiitm.ac.in,indian institute management bangalore,bangalore,please select,india,gmail
385,7765,57798,indian institute information technology management gwalior,gwalior,Madhya Pradesh,india,http://www.iiitm.ac.in,indian institute technology delhi,new delhi,,india,iitd
386,7765,11130,indian institute information technology management gwalior,gwalior,Madhya Pradesh,india,http://www.iiitm.ac.in,indian institute management bangalore,bangalore,karnataka,india,ernet
387,7765,53601,indian institute information technology management gwalior,gwalior,Madhya Pradesh,india,http://www.iiitm.ac.in,indian institute management calcutta,kolkata,west bengal,india,iimcal
388,7765,48464,indian institute information technology management gwalior,gwalior,Madhya Pradesh,india,http://www.iiitm.ac.in,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
389,7767,57083,indian institute management bangalore,bangalore,Karnataka,india,http://www.iimb.ernet.in/,indian institute management indore,indore,madhya pradesh,india,iimidr
390,7767,58087,indian institute management bangalore,bangalore,Karnataka,india,http://www.iimb.ernet.in/,indian institute management bangalore,bangalore,please select,india,gmail
391,7767,11130,indian institute management bangalore,bangalore,Karnataka,india,http://www.iimb.ernet.in/,indian institute management bangalore,bangalore,karnataka,india,ernet
392,7767,53601,indian institute management bangalore,bangalore,Karnataka,india,http://www.iimb.ernet.in/,indian institute management calcutta,kolkata,west bengal,india,iimcal
393,7767,48464,indian institute management bangalore,bangalore,Karnataka,india,http://www.iimb.ernet.in/,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
394,7763,57083,indian institute foreign trade,new delhi,,india,http://www.iift.edu/,indian institute management indore,indore,madhya pradesh,india,iimidr
395,7763,58087,indian institute foreign trade,new delhi,,india,http://www.iift.edu/,indian institute management bangalore,bangalore,please select,india,gmail
396,7763,57798,indian institute foreign trade,new delhi,,india,http://www.iift.edu/,indian institute technology delhi,new delhi,,india,iitd
397,7763,11130,indian institute foreign trade,new delhi,,india,http://www.iift.edu/,indian institute management bangalore,bangalore,karnataka,india,ernet
398,7763,53601,indian institute foreign trade,new delhi,,india,http://www.iift.edu/,indian institute management calcutta,kolkata,west bengal,india,iimcal
399,7763,48464,indian institute foreign trade,new delhi,,india,http://www.iift.edu/,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
400,7769,57083,indian institute management indore,indore,Madhya Pradesh,india,http://www.iimidr.ac.in/iimi/,indian institute management indore,indore,madhya pradesh,india,iimidr
401,7769,58087,indian institute management indore,indore,Madhya Pradesh,india,http://www.iimidr.ac.in/iimi/,indian institute management bangalore,bangalore,please select,india,gmail
402,7769,57798,indian institute management indore,indore,Madhya Pradesh,india,http://www.iimidr.ac.in/iimi/,indian institute technology delhi,new delhi,,india,iitd
403,7769,11130,indian institute management indore,indore,Madhya Pradesh,india,http://www.iimidr.ac.in/iimi/,indian institute management bangalore,bangalore,karnataka,india,ernet
404,7769,53601,indian institute management indore,indore,Madhya Pradesh,india,http://www.iimidr.ac.in/iimi/,indian institute management calcutta,kolkata,west bengal,india,iimcal
405,7769,48464,indian institute management indore,indore,Madhya Pradesh,india,http://www.iimidr.ac.in/iimi/,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
406,7768,57083,indian institute management calcutta,calcutta,West Bengal,india,http://www.iimcal.ac.in/,indian institute management indore,indore,madhya pradesh,india,iimidr
407,7768,58087,indian institute management calcutta,calcutta,West Bengal,india,http://www.iimcal.ac.in/,indian institute management bangalore,bangalore,please select,india,gmail
408,7768,11130,indian institute management calcutta,calcutta,West Bengal,india,http://www.iimcal.ac.in/,indian institute management bangalore,bangalore,karnataka,india,ernet
409,7768,53601,indian institute management calcutta,calcutta,West Bengal,india,http://www.iimcal.ac.in/,indian institute management calcutta,kolkata,west bengal,india,iimcal
410,7768,48464,indian institute management calcutta,calcutta,West Bengal,india,http://www.iimcal.ac.in/,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
411,7773,57083,indian institute science,bangalore,Karnataka,india,http://www.iisc.ernet.in,indian institute management indore,indore,madhya pradesh,india,iimidr
412,7773,58087,indian institute science,bangalore,Karnataka,india,http://www.iisc.ernet.in,indian institute management bangalore,bangalore,please select,india,gmail
413,7773,57798,indian institute science,bangalore,Karnataka,india,http://www.iisc.ernet.in,indian institute technology delhi,new delhi,,india,iitd
414,7773,11130,indian institute science,bangalore,Karnataka,india,http://www.iisc.ernet.in,indian institute management bangalore,bangalore,karnataka,india,ernet
415,7773,53601,indian institute science,bangalore,Karnataka,india,http://www.iisc.ernet.in,indian institute management calcutta,kolkata,west bengal,india,iimcal
416,7773,48464,indian institute science,bangalore,Karnataka,india,http://www.iisc.ernet.in,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
417,7777,57083,indian institute technology delhi,new delhi,,india,http://www.iitd.ac.in,indian institute management indore,indore,madhya pradesh,india,iimidr
418,7777,57798,indian institute technology delhi,new delhi,,india,http://www.iitd.ac.in,indian institute technology delhi,new delhi,,india,iitd
419,7781,57083,indian institute technology indore,indore,Madhya Pradesh,india,http://www.iiti.ac.in,indian institute management indore,indore,madhya pradesh,india,iimidr
420,7781,58087,indian institute technology indore,indore,Madhya Pradesh,india,http://www.iiti.ac.in,indian institute management bangalore,bangalore,please select,india,gmail
421,7781,57798,indian institute technology indore,indore,Madhya Pradesh,india,http://www.iiti.ac.in,indian institute technology delhi,new delhi,,india,iitd
422,7781,11130,indian institute technology indore,indore,Madhya Pradesh,india,http://www.iiti.ac.in,indian institute management bangalore,bangalore,karnataka,india,ernet
423,7781,53601,indian institute technology indore,indore,Madhya Pradesh,india,http://www.iiti.ac.in,indian institute management calcutta,kolkata,west bengal,india,iimcal
424,7781,48464,indian institute technology indore,indore,Madhya Pradesh,india,http://www.iiti.ac.in,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
425,7790,57083,indian law institute,new delhi,,india,http://www.ili.ac.in,indian institute management indore,indore,madhya pradesh,india,iimidr
426,7790,58087,indian law institute,new delhi,,india,http://www.ili.ac.in,indian institute management bangalore,bangalore,please select,india,gmail
427,7790,57798,indian law institute,new delhi,,india,http://www.ili.ac.in,indian institute technology delhi,new delhi,,india,iitd
428,7790,11130,indian law institute,new delhi,,india,http://www.ili.ac.in,indian institute management bangalore,bangalore,karnataka,india,ernet
429,7790,53601,indian law institute,new delhi,,india,http://www.ili.ac.in,indian institute management calcutta,kolkata,west bengal,india,iimcal
430,7790,48464,indian law institute,new delhi,,india,http://www.ili.ac.in,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
431,7783,57083,indian institute technology kharagpur,kharagpur,West Bengal,india,http://www.iitkgp.ernet.in,indian institute management indore,indore,madhya pradesh,india,iimidr
432,7783,57798,indian institute technology kharagpur,kharagpur,West Bengal,india,http://www.iitkgp.ernet.in,indian institute technology delhi,new delhi,,india,iitd
433,24015,45075,university free state qwaqwa campus,phuthaditjhaba,,south africa,http://www.ufs.ac.za/about-the-ufs/visit-the-ufs/qwaqwa-campus,university cape town,cape town,western cape,south africa,uct
434,7794,57083,indian statistical institute,kolkata,West Bengal,india,http://www.isical.ac.in,indian institute management indore,indore,madhya pradesh,india,iimidr
435,7794,58087,indian statistical institute,kolkata,West Bengal,india,http://www.isical.ac.in,indian institute management bangalore,bangalore,please select,india,gmail
436,7794,57798,indian statistical institute,kolkata,West Bengal,india,http://www.isical.ac.in,indian institute technology delhi,new delhi,,india,iitd
437,7794,11130,indian statistical institute,kolkata,West Bengal,india,http://www.isical.ac.in,indian institute management bangalore,bangalore,karnataka,india,ernet
438,7794,53601,indian statistical institute,kolkata,West Bengal,india,http://www.isical.ac.in,indian institute management calcutta,kolkata,west bengal,india,iimcal
439,7794,48464,indian statistical institute,kolkata,West Bengal,india,http://www.isical.ac.in,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
440,24042,35953,open university china,beijing,,china,http://www.ouchn.edu.cn,xiamen university,xiamen,,china,gmail
441,13224,33962,ozyegin university,istanbul,,turkey,http://www.ozyegin.edu.tr/,bahcesehir university,istanbul,,turkey,yahoo
442,13243,42822,school teacher education university applied sciences st. gallen,st. gallen,,switzerland,http://www.phsg.ch,university st. gallen,st. gallen,,switzerland,unisg
443,13243,50066,school teacher education university applied sciences st. gallen,st. gallen,,switzerland,http://www.phsg.ch,university st. gallen,st. gallen,sankt gallen,switzerland,unisg
444,13243,48452,school teacher education university applied sciences st. gallen,st. gallen,,switzerland,http://www.phsg.ch,university bern,bern,,switzerland,unibe
445,13243,56540,school teacher education university applied sciences st. gallen,st. gallen,,switzerland,http://www.phsg.ch,university bern,bern,be,switzerland,unibe
446,13242,42822,university teacher education bern,bern,,switzerland,http://www.phbern.ch,university st. gallen,st. gallen,,switzerland,unisg
447,13242,50066,university teacher education bern,bern,,switzerland,http://www.phbern.ch,university st. gallen,st. gallen,sankt gallen,switzerland,unisg
448,13242,48452,university teacher education bern,bern,,switzerland,http://www.phbern.ch,university bern,bern,,switzerland,unibe
449,13242,56540,university teacher education bern,bern,,switzerland,http://www.phbern.ch,university bern,bern,be,switzerland,unibe
450,13242,43590,university teacher education bern,bern,,switzerland,http://www.phbern.ch,university zurich,zurich,,switzerland,uzh
451,1971,45075,cape peninsula university technology,bellville,Western Cape,south africa,http://www.cput.ac.za,university cape town,cape town,western cape,south africa,uct
452,1973,5332,capilano university,vancouver, British Columbia ,canada,http://www.capilanou.ca,simon fraser university,vancouver,bc,canada,sfu
453,1973,1715,capilano university,vancouver, British Columbia ,canada,http://www.capilanou.ca,york university,toronto,on,canada,yorku
454,1973,35077,capilano university,vancouver, British Columbia ,canada,http://www.capilanou.ca,brock university,dundas,on,canada,brocku
455,1973,56451,capilano university,vancouver, British Columbia ,canada,http://www.capilanou.ca,queen s university,kingston,on,canada,gmail
456,13258,54531,university teacher education zurich,zurich,,switzerland,http://www.phzh.ch/,eth zurich,zurich,,switzerland,ethz
457,13258,41829,university teacher education zurich,zurich,,switzerland,http://www.phzh.ch/,eth zurich,zurich,zh,switzerland,ethz
458,13258,48452,university teacher education zurich,zurich,,switzerland,http://www.phzh.ch/,university bern,bern,,switzerland,unibe
459,13258,56540,university teacher education zurich,zurich,,switzerland,http://www.phzh.ch/,university bern,bern,be,switzerland,unibe
460,13258,43590,university teacher education zurich,zurich,,switzerland,http://www.phzh.ch/,university zurich,zurich,,switzerland,uzh
461,1975,53646,capital medical university,beijing,,china,http://www.ccmu.edu.cn/,nanjing university,nanjing,,china,nju
462,1975,57559,capital medical university,beijing,,china,http://www.ccmu.edu.cn/,tsinghua university,beijing,,china,gmail
463,1975,35953,capital medical university,beijing,,china,http://www.ccmu.edu.cn/,xiamen university,xiamen,,china,gmail
464,24082,57083,institute rural management anand,anand,Gujarat,india,https://www.irma.ac.in,indian institute management indore,indore,madhya pradesh,india,iimidr
465,24082,58087,institute rural management anand,anand,Gujarat,india,https://www.irma.ac.in,indian institute management bangalore,bangalore,please select,india,gmail
466,24082,11130,institute rural management anand,anand,Gujarat,india,https://www.irma.ac.in,indian institute management bangalore,bangalore,karnataka,india,ernet
467,24082,53601,institute rural management anand,anand,Gujarat,india,https://www.irma.ac.in,indian institute management calcutta,kolkata,west bengal,india,iimcal
468,24082,48464,institute rural management anand,anand,Gujarat,india,https://www.irma.ac.in,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
469,7850,5672,insead,fontainebleau,,france,http://www.insead.edu,insead,fontainebleau,cedex,france,insead
470,13290,27750,palucca university dance dresden,dresden,,germany,http://www.palucca-schule-dresden.de,technische university dresden,dresden,,germany,tu-dresden
471,7933,39909,ipag business school,paris,,france,http://www.ipag.fr,novancia business school,paris,,france,novancia
472,7933,20257,ipag business school,paris,,france,http://www.ipag.fr,emlyon business school,ecully,ecullly,france,em-lyon
473,7933,46332,ipag business school,paris,,france,http://www.ipag.fr,emlyon business school,ecully,,france,em-lyon
474,7933,45570,ipag business school,paris,,france,http://www.ipag.fr,copenhagen business school,frederiksberg copenhagen,,france,cbs
475,2096,53646,central university finance economics,beijing,,china,http://www.cufe.edu.cn,nanjing university,nanjing,,china,nju
476,18757,35465,luigi bocconi university,milano,,italy,http://www.unibocconi.it,bocconi university,milan,michigan,italy,unibocconi
477,8000,39909,icd international business school,paris,,france,http://www.icd-ecoles.com,novancia business school,paris,,france,novancia
478,8000,20257,icd international business school,paris,,france,http://www.icd-ecoles.com,emlyon business school,ecully,ecullly,france,em-lyon
479,8000,46332,icd international business school,paris,,france,http://www.icd-ecoles.com,emlyon business school,ecully,,france,em-lyon
480,8000,45570,icd international business school,paris,,france,http://www.icd-ecoles.com,copenhagen business school,frederiksberg copenhagen,,france,cbs
481,18774,2440,university catania,catania,,italy,http://www.unict.it,university catania,catania,,italy,unict
482,18774,58989,university catania,catania,,italy,http://www.unict.it,university cattolica del sacro cuore,piacenza,,italy,unicatt
483,18782,2440,university milan,milano,,italy,http://www.unimi.it,university catania,catania,,italy,unict
484,18782,16705,university milan,milano,,italy,http://www.unimi.it,free university bozen bolzano,bolzano,,italy,unibz
485,18782,58989,university milan,milano,,italy,http://www.unimi.it,university cattolica del sacro cuore,piacenza,,italy,unicatt
486,18783,2440,university milano bicocca,milano,MI,italy,http://www.unimib.it,university catania,catania,,italy,unict
487,18781,2440,university messina,messina,,italy,http://www.unime.it,university catania,catania,,italy,unict
488,18781,58989,university messina,messina,,italy,http://www.unime.it,university cattolica del sacro cuore,piacenza,,italy,unicatt
489,13444,43783,perm national research polytechnic university,perm,,russian federation,http://www.pstu.ac.ru,national research university,moscow,,russian federation,dol
490,18807,2440,unint university,roma,,italy,http://www.unint.eu/it/,university catania,catania,,italy,unict
491,18807,16705,unint university,roma,,italy,http://www.unint.eu/it/,free university bozen bolzano,bolzano,,italy,unibz
492,18807,35465,unint university,roma,,italy,http://www.unint.eu/it/,bocconi university,milan,michigan,italy,unibocconi
493,18807,58989,unint university,roma,,italy,http://www.unint.eu/it/,university cattolica del sacro cuore,piacenza,,italy,unicatt
494,18831,35465,vita salute san raffaele university,milano,,italy,http://www.unisr.it,bocconi university,milan,michigan,italy,unibocconi
495,16559,43975,university auckland,auckland,,new zealand,http://www.auckland.ac.nz,university waikato,hamilton,,new zealand,waikato
496,13524,33962,piri reis university,istanbul,,turkey,http://www.pirireis.edu.tr/,bahcesehir university,istanbul,,turkey,yahoo
497,8205,39909,isg international business school,paris,,france,http://www.isg.fr,novancia business school,paris,,france,novancia
498,8205,20257,isg international business school,paris,,france,http://www.isg.fr,emlyon business school,ecully,ecullly,france,em-lyon
499,8205,46332,isg international business school,paris,,france,http://www.isg.fr,emlyon business school,ecully,,france,em-lyon
500,8205,45570,isg international business school,paris,,france,http://www.isg.fr,copenhagen business school,frederiksberg copenhagen,,france,cbs
501,19059,35465,mercatorum university,roma,,italy,http://www.unimercatorum.it,bocconi university,milan,michigan,italy,unibocconi
502,13841,5332,queen s university,kingston, Ontario,canada,http://queensu.ca,simon fraser university,vancouver,bc,canada,sfu
503,13841,1715,queen s university,kingston, Ontario,canada,http://queensu.ca,york university,toronto,on,canada,yorku
504,13841,35077,queen s university,kingston, Ontario,canada,http://queensu.ca,brock university,dundas,on,canada,brocku
505,13841,56451,queen s university,kingston, Ontario,canada,http://queensu.ca,queen s university,kingston,on,canada,gmail
506,13847,57513,queensland university technology,brisbane,Queensland,australia,http://www.qut.edu.au,deakin university,melbourne,victoria,australia,deakin
507,13847,15940,queensland university technology,brisbane,Queensland,australia,http://www.qut.edu.au,university queensland australia,brisbane,queensland,australia,uq
508,13847,57712,queensland university technology,brisbane,Queensland,australia,http://www.qut.edu.au,university queensland australia,brisbane,qld,australia,uq
509,13847,29562,queensland university technology,brisbane,Queensland,australia,http://www.qut.edu.au,university queensland australia,brisbane,4072,australia,uq
510,13849,40656,quest university canada,squamish, British Columbia ,canada,http://www.questu.ca,university calgary,calgary,alberta,canada,ucalgary
511,13849,1715,quest university canada,squamish, British Columbia ,canada,http://www.questu.ca,york university,toronto,on,canada,yorku
512,13849,36472,quest university canada,squamish, British Columbia ,canada,http://www.questu.ca,university calgary,calgary,alberta,canada,gmail
513,13849,35077,quest university canada,squamish, British Columbia ,canada,http://www.questu.ca,brock university,dundas,on,canada,brocku
514,13849,56451,quest university canada,squamish, British Columbia ,canada,http://www.questu.ca,queen s university,kingston,on,canada,gmail
515,13886,57083,rajiv gandhi indian institute management shillong,shillong,Meghalaya,india,http://www.iimshillong.in/,indian institute management indore,indore,madhya pradesh,india,iimidr
516,13886,58087,rajiv gandhi indian institute management shillong,shillong,Meghalaya,india,http://www.iimshillong.in/,indian institute management bangalore,bangalore,please select,india,gmail
517,13886,11130,rajiv gandhi indian institute management shillong,shillong,Meghalaya,india,http://www.iimshillong.in/,indian institute management bangalore,bangalore,karnataka,india,ernet
518,13886,53601,rajiv gandhi indian institute management shillong,shillong,Meghalaya,india,http://www.iimshillong.in/,indian institute management calcutta,kolkata,west bengal,india,iimcal
519,13886,48464,rajiv gandhi indian institute management shillong,shillong,Meghalaya,india,http://www.iimshillong.in/,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
520,2644,53646,changchun university,changchun,Jilin Province,china,http://www.ccu-edu.cn/,nanjing university,nanjing,,china,nju
521,2644,57559,changchun university,changchun,Jilin Province,china,http://www.ccu-edu.cn/,tsinghua university,beijing,,china,gmail
522,2644,35953,changchun university,changchun,Jilin Province,china,http://www.ccu-edu.cn/,xiamen university,xiamen,,china,gmail
523,2644,56528,changchun university,changchun,Jilin Province,china,http://www.ccu-edu.cn/,national sun yat sen university,guangzhou,,china,qq
524,13981,58669,rwth aachen university,aachen,,germany,http://www.rwth-aachen.de,dresden university technology,dresden,,germany,tu-dresden
525,13981,44519,rwth aachen university,aachen,,germany,http://www.rwth-aachen.de,rwth aachen university,aachen,,germany,rwth-aachen
526,7766,57083,indian institute management ahmedabad,ahmedabad,Gujarat,india,http://www.iimahd.ernet.in,indian institute management indore,indore,madhya pradesh,india,iimidr
527,7766,58087,indian institute management ahmedabad,ahmedabad,Gujarat,india,http://www.iimahd.ernet.in,indian institute management bangalore,bangalore,please select,india,gmail
528,7766,11130,indian institute management ahmedabad,ahmedabad,Gujarat,india,http://www.iimahd.ernet.in,indian institute management bangalore,bangalore,karnataka,india,ernet
529,7766,53601,indian institute management ahmedabad,ahmedabad,Gujarat,india,http://www.iimahd.ernet.in,indian institute management calcutta,kolkata,west bengal,india,iimcal
530,7766,48464,indian institute management ahmedabad,ahmedabad,Gujarat,india,http://www.iimahd.ernet.in,indian institute management ahmedabad,ahmedabad,gujarat,india,ernet
531,14011,23279,rissho university,tokyo,,japan,http://www.ris.ac.jp,hitotsubashi university,tokyo,,japan,hit-u
532,7778,57083,indian institute technology gandhinagar,ahmedabad,Gujarat,india,http://www.iitgn.ac.in,indian institute management indore,indore,madhya pradesh,india,iimidr
533,7778,57798,indian institute technology gandhinagar,ahmedabad,Gujarat,india,http://www.iitgn.ac.in,indian institute technology delhi,new delhi,,india,iitd
534,2809,47664,chung ang university,seoul,,south korea,http://www.cau.ac.kr/english/,seoul national university,seoul,,south korea,snu
535,2809,48118,chung ang university,seoul,,south korea,http://www.cau.ac.kr/english/,seoul national university,seoul,,south korea,naver
536,2809,24865,chung ang university,seoul,,south korea,http://www.cau.ac.kr/english/,ajou university,suwon,gyunggi-do,south korea,ajou
537,14092,43783,russian national research medical university named after n.i. pirogov,moskva,,russian federation,http://www.rsmu.ru,national research university,moscow,,russian federation,dol
538,19315,52521,university bayreuth,bayreuth,Bavaria,germany,http://www.uni-bayreuth.de,university mannheim,mannheim,,germany,uni-mannheim
539,19315,57432,university bayreuth,bayreuth,Bavaria,germany,http://www.uni-bayreuth.de,university wuppertal,wuppertal,,germany,uni-wuppertal
540,19315,52203,university bayreuth,bayreuth,Bavaria,germany,http://www.uni-bayreuth.de,university passau,passau,,germany,uni-passau
541,19315,41878,university bayreuth,bayreuth,Bavaria,germany,http://www.uni-bayreuth.de,university bamberg,bamberg,bavaria,germany,uni-bamberg
542,19316,42822,university bern,bern,,switzerland,http://www.unibe.ch,university st. gallen,st. gallen,,switzerland,unisg
543,19316,45563,university bern,bern,,switzerland,http://www.unibe.ch,hec university geneva,st. gallen,,switzerland,unisg
544,19316,50066,university bern,bern,,switzerland,http://www.unibe.ch,university st. gallen,st. gallen,sankt gallen,switzerland,unisg
545,19316,48452,university bern,bern,,switzerland,http://www.unibe.ch,university bern,bern,,switzerland,unibe
546,19316,56540,university bern,bern,,switzerland,http://www.unibe.ch,university bern,bern,be,switzerland,unibe
547,19316,43590,university bern,bern,,switzerland,http://www.unibe.ch,university zurich,zurich,,switzerland,uzh
548,19328,41878,berlin university arts,berlin,,germany,http://www.udk-berlin.de,university bamberg,bamberg,bavaria,germany,uni-bamberg
549,19327,52521,university federal armed forces munich,neubiberg,,germany,http://www.unibw-muenchen.de,university mannheim,mannheim,,germany,uni-mannheim
550,19327,57432,university federal armed forces munich,neubiberg,,germany,http://www.unibw-muenchen.de,university wuppertal,wuppertal,,germany,uni-wuppertal
551,19327,52203,university federal armed forces munich,neubiberg,,germany,http://www.unibw-muenchen.de,university passau,passau,,germany,uni-passau
552,19327,4946,university federal armed forces munich,neubiberg,,germany,http://www.unibw-muenchen.de,lmu munich,muenchen,,germany,lmu
553,19327,41878,university federal armed forces munich,neubiberg,,germany,http://www.unibw-muenchen.de,university bamberg,bamberg,bavaria,germany,uni-bamberg
554,19339,35559,university hamburg,hamburg,,germany,http://www.uni-hamburg.de,leibniz university hannover,hannover,,germany,uni-hannover
555,19339,52521,university hamburg,hamburg,,germany,http://www.uni-hamburg.de,university mannheim,mannheim,,germany,uni-mannheim
556,19339,57432,university hamburg,hamburg,,germany,http://www.uni-hamburg.de,university wuppertal,wuppertal,,germany,uni-wuppertal
557,19339,52203,university hamburg,hamburg,,germany,http://www.uni-hamburg.de,university passau,passau,,germany,uni-passau
558,19339,41878,university hamburg,hamburg,,germany,http://www.uni-hamburg.de,university bamberg,bamberg,bavaria,germany,uni-bamberg
559,19343,52224,international university catalonia,barcelona,,spain,http://www.uic.es,university granada,granada,provincia,spain,ugr
560,19354,52224,open university cataluna,barcelona,,spain,http://www.uoc.es,university granada,granada,provincia,spain,ugr
561,19358,52521,university passau,passau,,germany,http://www.uni-passau.de,university mannheim,mannheim,,germany,uni-mannheim
562,19358,57432,university passau,passau,,germany,http://www.uni-passau.de,university wuppertal,wuppertal,,germany,uni-wuppertal
563,19358,52203,university passau,passau,,germany,http://www.uni-passau.de,university passau,passau,,germany,uni-passau
564,19358,41878,university passau,passau,,germany,http://www.uni-passau.de,university bamberg,bamberg,bavaria,germany,uni-bamberg
565,19363,41878,universitat regensburg,regensburg,Bayern,germany,http://www.uni-regensburg.de,university bamberg,bamberg,bavaria,germany,uni-bamberg
566,19365,56247,rovira i virgili university,tarragona,,spain,http://www.urv.cat,university rovira i virgili,reus,,spain,cat
567,19368,42822,university st. gallen/graduate school business economics law social sciences,st. gallen,,switzerland,http://www.unisg.ch,university st. gallen,st. gallen,,switzerland,unisg
