a_id,person_id,a_name,a_city,a_prov,a_country,a_web
9,54111,aalborg university,aalborg,,denmark,http://www.aau.dk
9,54203,aalborg university,aalborg,,denmark,http://www.aau.dk
10,29724,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,14261,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,43727,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,58505,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,1239,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,9489,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,50927,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,53416,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,52765,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,44615,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,47260,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,48739,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,58872,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,55992,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,36477,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,58547,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,56106,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,9363,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,54387,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,36067,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,38224,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,54470,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,24930,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,36779,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,6105,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,56107,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,55949,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,31140,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,56765,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,29248,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,33443,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,59274,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,39136,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,17806,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,56621,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,49629,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,47009,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,58343,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,50544,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,48778,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,54397,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,10509,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,58877,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,60032,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,54466,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,45376,aalto university,espoo,,finland,http://www.aalto.fi/fi/
10,15158,aalto university,espoo,,finland,http://www.aalto.fi/fi/
15,2773,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,25069,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,28818,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,31003,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,19726,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,27828,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,30503,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,33098,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,57262,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,33460,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,57268,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,58047,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,27343,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,55749,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,42497,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,50592,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,58875,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,17454,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,29244,aarhus university,aarhus,c,denmark,http://www.au.dk/en
15,52558,aarhus university,aarhus,c,denmark,http://www.au.dk/en
26,6378,abilene christian university,abilene,texas,united states,http://www.acu.edu
26,33444,abilene christian university,abilene,texas,united states,http://www.acu.edu
27,24009,abo akademi university,turku,,finland,http://www.abo.fi
31,32860,abu dhabi university,abu dhabi,,united arab emirates,http://www.adu.ac.ae/
33,59256,abubakar tafawa balewa university,bauchi,bauchi state,nigeria,http://www.atbu.edu.ng
76,2488,acadia university,wolfville,nova scotia,canada,http://www.acadiau.ca
76,9779,acadia university,wolfville,nova scotia,canada,http://www.acadiau.ca
76,56896,acadia university,wolfville,nova scotia,canada,http://www.acadiau.ca
110,4676,adelphi university,garden city,new york,united states,http://www.adelphi.edu
110,8429,adelphi university,garden city,new york,united states,http://www.adelphi.edu
223,24865,ajou university,suwon si,gyeonggi-do,south korea,http://www.ajou.ac.kr
223,44263,ajou university,suwon si,gyeonggi-do,south korea,http://www.ajou.ac.kr
802,8204,alanus university arts social sciences,alfter bei bonn,,germany,http://www.alanus.edu
811,49260,university freiburg,freiburg im breisgau,,germany,http://www.uni-freiburg.de
816,1493,albright college,reading,pennsylvania,united states,http://www.albright.edu
829,51231,alfred university,alfred,new york,united states,http://www.alfred.edu
913,4379,american university,washington,district of columbia,united states,http://www.american.edu
913,10149,american university,washington,district of columbia,united states,http://www.american.edu
913,757,american university,washington,district of columbia,united states,http://www.american.edu
913,940,american university,washington,district of columbia,united states,http://www.american.edu
913,7307,american university,washington,district of columbia,united states,http://www.american.edu
913,25611,american university,washington,district of columbia,united states,http://www.american.edu
913,52251,american university,washington,district of columbia,united states,http://www.american.edu
913,2585,american university,washington,district of columbia,united states,http://www.american.edu
913,19265,american university,washington,district of columbia,united states,http://www.american.edu
913,43428,american university,washington,district of columbia,united states,http://www.american.edu
952,34060,anderson university,anderson,south carolina,united states,http://www.andersonuniversity.edu
952,58113,anderson university,anderson,south carolina,united states,http://www.andersonuniversity.edu
971,1073,angelo state university,san angelo,texas,united states,http://www.angelo.edu
974,58430,anglia ruskin university,chelmsford,,united kingdom,http://www.anglia.ac.uk
974,52688,anglia ruskin university,chelmsford,,united kingdom,http://www.anglia.ac.uk
974,37441,anglia ruskin university,chelmsford,,united kingdom,http://www.anglia.ac.uk
984,35136,anhui university finance economics,bengbu,anhui province,china,http://www.aufe.edu.cn
990,58005,ankara university,ankara,,turkey,http://www.ankara.edu.tr
1021,7041,aoyama gakuin university,tokyo,,japan,http://www.aoyama.ac.jp/en/
1029,19663,appalachian state university,boone,north carolina,united states,http://www.appstate.edu
1029,37697,appalachian state university,boone,north carolina,united states,http://www.appstate.edu
1033,20425,aquinas college,grand rapids,michigan,united states,http://www.aquinas.edu
1076,47602,ariel university,ariel,,israel,http://www.ariel.ac.il/
1076,25604,ariel university,ariel,,israel,http://www.ariel.ac.il/
1076,6355,ariel university,ariel,,israel,http://www.ariel.ac.il/
1079,5367,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,55768,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,57766,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,40973,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,9594,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,20375,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,14794,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,50893,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,969,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,14244,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,20116,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,55676,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,38979,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,46143,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,10933,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,35710,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,9254,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,2535,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,1089,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,59582,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,4952,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,4329,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,29535,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,712,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,5007,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,54990,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,29760,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,55767,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,55932,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,59970,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,51228,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,5074,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,5801,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,4956,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,1496,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,59176,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,3137,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,17768,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,10225,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,24276,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,19515,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,4322,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,1133,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,7968,arizona state university,tempe,arizona,united states,http://www.asu.edu
1079,54808,arizona state university,tempe,arizona,united states,http://www.asu.edu
1133,25848,asia university,taichung,,taiwan,http://www.asia.edu.tw
1145,59115,asian institute management,makati city,"fourth district, metro manila",philippines,http://www.aim.edu
1240,11626,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,49986,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,55137,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,45533,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,36817,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,40855,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,52775,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,15637,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,47678,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,45838,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,58576,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,59113,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,22691,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,22257,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,59107,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,31026,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,35903,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,1814,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1240,57121,aston university,birmingham,,united kingdom,http://www.aston.ac.uk
1250,31079,ateneo de manila university quezon city,quezon city,second district; metro manila,philippines,http://www.ateneo.edu
1273,8663,auburn university,auburn,alabama,united states,http://www.auburn.edu
1273,55726,auburn university,auburn,alabama,united states,http://www.auburn.edu
1273,47219,auburn university,auburn,alabama,united states,http://www.auburn.edu
1273,9743,auburn university,auburn,alabama,united states,http://www.auburn.edu
1273,13010,auburn university,auburn,alabama,united states,http://www.auburn.edu
1273,963,auburn university,auburn,alabama,united states,http://www.auburn.edu
1273,3042,auburn university,auburn,alabama,united states,http://www.auburn.edu
1273,47132,auburn university,auburn,alabama,united states,http://www.auburn.edu
1277,27023,audencia nantes school management,nantes,cedex 3,france,http://www.audencia.com
1277,21334,audencia nantes school management,nantes,cedex 3,france,http://www.audencia.com
1277,49046,audencia nantes school management,nantes,cedex 3,france,http://www.audencia.com
1277,49042,audencia nantes school management,nantes,cedex 3,france,http://www.audencia.com
1277,44105,audencia nantes school management,nantes,cedex 3,france,http://www.audencia.com
1277,23955,audencia nantes school management,nantes,cedex 3,france,http://www.audencia.com
1293,53825,australian catholic university,north sydney,new south wales,australia,http://www.acu.edu.au
1293,58660,australian catholic university,north sydney,new south wales,australia,http://www.acu.edu.au
1355,229,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,46124,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,46593,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,20711,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,9012,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,6040,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,487,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,37519,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,14402,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,7573,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,34111,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,15691,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,23669,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,1418,babson college,babson park,massachusetts,united states,http://www.babson.edu
1355,4180,babson college,babson park,massachusetts,united states,http://www.babson.edu
1371,25223,bahcesehir university,besiktas/istanbul,,turkey,http://www.bahcesehir.edu.tr
1371,33962,bahcesehir university,besiktas/istanbul,,turkey,http://www.bahcesehir.edu.tr
1371,58954,bahcesehir university,besiktas/istanbul,,turkey,http://www.bahcesehir.edu.tr
1414,24988,ball state university,muncie,indiana,united states,http://www.bsu.edu
1414,28926,ball state university,muncie,indiana,united states,http://www.bsu.edu
1414,42204,ball state university,muncie,indiana,united states,http://www.bsu.edu
1414,36914,ball state university,muncie,indiana,united states,http://www.bsu.edu
1455,4882,bar ilan university,ramat gan,,israel,http://www.biu.ac.il
1455,5573,bar ilan university,ramat gan,,israel,http://www.biu.ac.il
1455,4226,bar ilan university,ramat gan,,israel,http://www.biu.ac.il
1455,49241,bar ilan university,ramat gan,,israel,http://www.biu.ac.il
1502,58829,baylor college medicine,houston,texas,united states,http://www.bcm.edu
1503,23832,baylor university,waco,texas,united states,http://www.baylor.edu
1503,58035,baylor university,waco,texas,united states,http://www.baylor.edu
1503,200,baylor university,waco,texas,united states,http://www.baylor.edu
1503,49291,baylor university,waco,texas,united states,http://www.baylor.edu
1503,25149,baylor university,waco,texas,united states,http://www.baylor.edu
1503,11859,baylor university,waco,texas,united states,http://www.baylor.edu
1503,1253,baylor university,waco,texas,united states,http://www.baylor.edu
1503,19632,baylor university,waco,texas,united states,http://www.baylor.edu
1503,42281,baylor university,waco,texas,united states,http://www.baylor.edu
1503,21043,baylor university,waco,texas,united states,http://www.baylor.edu
1503,22092,baylor university,waco,texas,united states,http://www.baylor.edu
1529,44000,beijing jiaotong university,beijing,,china,http://www.njtu.edu.cn
1529,32027,beijing jiaotong university,beijing,,china,http://www.njtu.edu.cn
1531,56032,beijing normal university,beijing,,china,http://www.bnu.edu.cn
1531,42624,beijing normal university,beijing,,china,http://www.bnu.edu.cn
1531,52729,beijing normal university,beijing,,china,http://www.bnu.edu.cn
1531,33328,beijing normal university,beijing,,china,http://www.bnu.edu.cn
1531,39280,beijing normal university,beijing,,china,http://www.bnu.edu.cn
1531,56033,beijing normal university,beijing,,china,http://www.bnu.edu.cn
1572,6762,belmont university,nashville,tennessee,united states,http://www.belmont.edu
1572,23,belmont university,nashville,tennessee,united states,http://www.belmont.edu
1575,56410,kedge business school,marseille,,france,http://www.kedgebs.com/en
1575,17146,kedge business school,marseille,,france,http://www.kedgebs.com/en
1575,56021,kedge business school,marseille,,france,http://www.kedgebs.com/en
1575,37483,kedge business school,marseille,,france,http://www.kedgebs.com/en
1575,18338,kedge business school,marseille,,france,http://www.kedgebs.com/en
1575,40062,kedge business school,marseille,,france,http://www.kedgebs.com/en
1575,11200,kedge business school,marseille,,france,http://www.kedgebs.com/en
1577,57285,bemidji state university,bemidji,minnesota,united states,http://www.bemidjistate.edu
1577,56445,bemidji state university,bemidji,minnesota,united states,http://www.bemidjistate.edu
1578,16020,ben gurion university negev,beersheba,,israel,http://www.bgu.ac.il
1578,18139,ben gurion university negev,beersheba,,israel,http://www.bgu.ac.il
1578,56241,ben gurion university negev,beersheba,,israel,http://www.bgu.ac.il
1578,56243,ben gurion university negev,beersheba,,israel,http://www.bgu.ac.il
1578,7519,ben gurion university negev,beersheba,,israel,http://www.bgu.ac.il
1582,4458,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,1435,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,14355,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,57060,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,2649,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,45884,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,1950,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,50397,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,48151,benedictine university,lisle,illinois,united states,http://www.ben.edu
1582,8326,benedictine university,lisle,illinois,united states,http://www.ben.edu
1600,5730,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,2926,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,345,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,27875,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,14259,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,20310,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,8760,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,688,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,34201,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,5896,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,41459,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,28613,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,4425,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,5718,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1600,14432,bentley university,waltham,massachusetts,united states,http://www.bentley.edu
1608,57432,university wuppertal,wuppertal,,germany,http://www.uni-wuppertal.de
1613,57595,berlin technical university arts,berlin,,germany,http://www.btk-fh.de
1615,8172,university applied sciences berner fachhochschule,bern,,switzerland,http://www.bfh.ch
1616,11795,berry college,mount berry,georgia,united states,http://www.berry.edu
1695,37411,black hills state university,spearfish,south dakota,united states,http://www.bhsu.edu
1707,2652,bloomsburg university pennsylvania,bloomsburg,pennsylvania,united states,http://www.bloomu.edu
1722,41989,bond university,robina,queensland,australia,http://www.bond.edu.au
1730,57793,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,44440,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,2748,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,49312,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,5259,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,37648,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,38708,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,2938,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,6374,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,22989,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,25418,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,3162,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,57795,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,17299,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,34356,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,6607,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,55621,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,44392,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,5922,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,2325,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,3113,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,51400,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,51876,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,6467,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,476,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,48948,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,24291,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,28395,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,3776,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1730,56190,boston college,chestnut hill,massachusetts,united states,http://www.bc.edu
1734,25898,bournemouth university,poole,,united kingdom,http://www.bournemouth.ac.uk
1734,47964,bournemouth university,poole,,united kingdom,http://www.bournemouth.ac.uk
1738,27711,bowling green state university,bowling green,ohio,united states,http://www.bgsu.edu
1738,57955,bowling green state university,bowling green,ohio,united states,http://www.bgsu.edu
1738,57088,bowling green state university,bowling green,ohio,united states,http://www.bgsu.edu
1738,3803,bowling green state university,bowling green,ohio,united states,http://www.bgsu.edu
1738,11738,bowling green state university,bowling green,ohio,united states,http://www.bgsu.edu
1738,57807,bowling green state university,bowling green,ohio,united states,http://www.bgsu.edu
1738,15636,bowling green state university,bowling green,ohio,united states,http://www.bgsu.edu
1739,37529,box hill institute,box hill,victoria,australia,http://www.bhtafe.edu.au/
1744,44769,bradley university,peoria,illinois,united states,http://www.bradley.edu
1745,34822,brandeis university,waltham,massachusetts,united states,http://www.brandeis.edu
1745,1373,brandeis university,waltham,massachusetts,united states,http://www.brandeis.edu
1745,5943,brandeis university,waltham,massachusetts,united states,http://www.brandeis.edu
1765,8773,brigham young university,provo,utah,united states,http://www.byu.edu
1765,9614,brigham young university,provo,utah,united states,http://www.byu.edu
1765,23537,brigham young university,provo,utah,united states,http://www.byu.edu
1765,41791,brigham young university,provo,utah,united states,http://www.byu.edu
1765,11654,brigham young university,provo,utah,united states,http://www.byu.edu
1765,17623,brigham young university,provo,utah,united states,http://www.byu.edu
1765,10512,brigham young university,provo,utah,united states,http://www.byu.edu
1765,2852,brigham young university,provo,utah,united states,http://www.byu.edu
1765,7937,brigham young university,provo,utah,united states,http://www.byu.edu
1765,59428,brigham young university,provo,utah,united states,http://www.byu.edu
1765,54629,brigham young university,provo,utah,united states,http://www.byu.edu
1765,13048,brigham young university,provo,utah,united states,http://www.byu.edu
1765,26166,brigham young university,provo,utah,united states,http://www.byu.edu
1765,23130,brigham young university,provo,utah,united states,http://www.byu.edu
1765,473,brigham young university,provo,utah,united states,http://www.byu.edu
1765,12461,brigham young university,provo,utah,united states,http://www.byu.edu
1765,46416,brigham young university,provo,utah,united states,http://www.byu.edu
1765,10851,brigham young university,provo,utah,united states,http://www.byu.edu
1765,7475,brigham young university,provo,utah,united states,http://www.byu.edu
1765,59432,brigham young university,provo,utah,united states,http://www.byu.edu
1765,56718,brigham young university,provo,utah,united states,http://www.byu.edu
1765,38884,brigham young university,provo,utah,united states,http://www.byu.edu
1765,15475,brigham young university,provo,utah,united states,http://www.byu.edu
1778,35476,brock university,saint catharines,ontario,canada,http://brocku.ca
1778,8066,brock university,saint catharines,ontario,canada,http://brocku.ca
1778,1461,brock university,saint catharines,ontario,canada,http://brocku.ca
1778,22382,brock university,saint catharines,ontario,canada,http://brocku.ca
1778,35077,brock university,saint catharines,ontario,canada,http://brocku.ca
1778,44741,brock university,saint catharines,ontario,canada,http://brocku.ca
1778,59044,brock university,saint catharines,ontario,canada,http://brocku.ca
1788,48517,brown university,providence,rhode island,united states,http://www.brown.edu
1789,20966,brunel university,uxbridge,,united kingdom,http://www.brunel.ac.uk
1789,10263,brunel university,uxbridge,,united kingdom,http://www.brunel.ac.uk
1798,19547,bryant university,smithfield,rhode island,united states,http://www.bryant.edu/
1798,11565,bryant university,smithfield,rhode island,united states,http://www.bryant.edu/
1798,41236,bryant university,smithfield,rhode island,united states,http://www.bryant.edu/
1798,17901,bryant university,smithfield,rhode island,united states,http://www.bryant.edu/
1810,57721,bucknell university,lewisburg,pennsylvania,united states,http://www.bucknell.edu
1810,6139,bucknell university,lewisburg,pennsylvania,united states,http://www.bucknell.edu
1810,5079,bucknell university,lewisburg,pennsylvania,united states,http://www.bucknell.edu
1810,2729,bucknell university,lewisburg,pennsylvania,united states,http://www.bucknell.edu
1810,28214,bucknell university,lewisburg,pennsylvania,united states,http://www.bucknell.edu
1812,26923,corvinus university budapest,budapest,,hungary,http://www.uni-corvinus.hu
1857,1369,butler university,indianapolis,indiana,united states,http://www.butler.edu
1897,43080,california institute technology,pasadena,california,united states,http://www.caltech.edu
1900,4465,california lutheran university,thousand oaks,california,united states,http://www.callutheran.edu
1900,7882,california lutheran university,thousand oaks,california,united states,http://www.callutheran.edu
1904,25091,california polytechnic state university san luis obispo,san luis obispo,california,united states,http://www.calpoly.edu
1904,33931,california polytechnic state university san luis obispo,san luis obispo,california,united states,http://www.calpoly.edu
1904,8640,california polytechnic state university san luis obispo,san luis obispo,california,united states,http://www.calpoly.edu
1904,4807,california polytechnic state university san luis obispo,san luis obispo,california,united states,http://www.calpoly.edu
1906,5959,california state polytechnic university pomona,pomona,california,united states,http://www.csupomona.edu
1906,59109,california state polytechnic university pomona,pomona,california,united states,http://www.csupomona.edu
1906,57561,california state polytechnic university pomona,pomona,california,united states,http://www.csupomona.edu
1906,30746,california state polytechnic university pomona,pomona,california,united states,http://www.csupomona.edu
1906,53130,california state polytechnic university pomona,pomona,california,united states,http://www.csupomona.edu
1906,57138,california state polytechnic university pomona,pomona,california,united states,http://www.csupomona.edu
1907,2067,california state university bakersfield,bakersfield,california,united states,http://www.csub.edu
1909,7064,california state university chico,chico,california,united states,http://www.csuchico.edu
1912,35658,california state university fresno,fresno,california,united states,http://www.csufresno.edu
1912,549,california state university fresno,fresno,california,united states,http://www.csufresno.edu
1913,24815,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1913,38354,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1913,8606,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1913,17205,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1913,33102,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1913,1291,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1913,51315,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1913,28854,california state university fullerton,fullerton,california,united states,http://www.fullerton.edu
1914,21695,california state university long beach,long beach,california,united states,http://www.csulb.edu
1915,3096,california state university los angeles,los angeles,california,united states,http://www.calstatela.edu
1915,13728,california state university los angeles,los angeles,california,united states,http://www.calstatela.edu
1915,8662,california state university los angeles,los angeles,california,united states,http://www.calstatela.edu
1915,26304,california state university los angeles,los angeles,california,united states,http://www.calstatela.edu
